column_a,column_b,common_n,equality_rate,mean_absolute_difference,max_absolute_difference
dm09_two_level_buy,dm10_excess_cancel_buy,1714613,0.5438212587913425,0.000499287707666388,0.03165735567970205
dm09_two_level_buy,dm10_excess_cancel_sell,1714613,0.5554915307419225,0.0004916748165585714,0.02702702702702703
dm09_two_level_buy,dm11_recent_buy,1714613,0.034743700181906936,0.002474010629774688,0.05517118928893394
dm09_two_level_buy,dm11_recent_sell,1714613,0.03729471315101425,0.002646350121894816,0.04247991093087582
dm09_two_level_buy,dm12_persistent_buy,1714613,0.08061002686903691,0.010331399223916272,0.09905438980241565
dm09_two_level_buy,dm12_persistent_sell,1714613,0.08192577567066155,0.011064472639720262,0.10985574259466907
dm09_two_level_sell,dm10_excess_cancel_buy,1714613,0.5463985167498439,0.0004997489632945034,0.04285714285714286
dm09_two_level_sell,dm10_excess_cancel_sell,1714613,0.5566311465036133,0.000494695394456404,0.04285714285714286
dm09_two_level_sell,dm11_recent_buy,1714613,0.034709873306687865,0.00247641233885036,0.05517118928893394
dm09_two_level_sell,dm11_recent_sell,1714613,0.03741194077030793,0.002643804745470563,0.04285714285714286
dm09_two_level_sell,dm12_persistent_buy,1714613,0.08048055158802599,0.010332792283766264,0.10309887918563103
dm09_two_level_sell,dm12_persistent_sell,1714613,0.08212115503615101,0.011062905644898285,0.11043151215731384
dm10_excess_cancel_buy,dm10_excess_cancel_sell,1714613,0.7298696557182291,0.00018024336777970222,0.03165735567970205
dm10_excess_cancel_buy,dm11_recent_buy,1714613,0.03387178331203601,0.0027999222774650373,0.05517118928893394
dm10_excess_cancel_buy,dm11_recent_sell,1714613,0.036062948315450774,0.0029767262589228834,0.04349103327667966
dm10_excess_cancel_buy,dm12_persistent_buy,1714613,0.07824447849164796,0.010671863761711925,0.10411000153143486
dm10_excess_cancel_buy,dm12_persistent_sell,1714613,0.07856000158636381,0.011406078869065563,0.11086686494047292
dm10_excess_cancel_sell,dm11_recent_buy,1714613,0.03392252362486462,0.002819159939022568,0.05517118928893394
dm10_excess_cancel_sell,dm11_recent_sell,1714613,0.03667358173535369,0.0029910811078859632,0.04349103327667966
dm10_excess_cancel_sell,dm12_persistent_buy,1714613,0.07860957545521934,0.010692385107475362,0.1029243366897406
dm10_excess_cancel_sell,dm12_persistent_sell,1714613,0.08038373673826105,0.011423242624342786,0.11086686494047292
dm11_recent_buy,dm11_recent_sell,1714613,0.01853712762005187,0.0016227706383215585,0.05517118928893394
dm11_recent_buy,dm12_persistent_buy,1714613,0.0349454949892483,0.007942623094029782,0.07820441427590637
dm11_recent_buy,dm12_persistent_sell,1714613,0.02676405696212498,0.008858160129273701,0.0983849890322865
dm11_recent_sell,dm12_persistent_buy,1714613,0.02772579001792241,0.007988455599569531,0.09789734147807093
dm11_recent_sell,dm12_persistent_sell,1714613,0.03758282481236291,0.008497218418097962,0.08130966710919206
dm12_persistent_buy,dm12_persistent_sell,1714613,0.053847719572871544,0.004992750987801504,0.1029243366897406
