period,formal_column,mean,std,icir,ordinary_t,nw_se,nw_t,ci_low,ci_high,positive_fraction,valid_days
full,dm07_fresh_match_sell,-0.0005277488059509055,0.002939612236763942,-0.1795300752087885,-4.401233894101565,0.00012652801557021907,-4.171003580294212,-0.0007757437164685349,-0.00027975389543327613,0.43427620632279534,601
full,dm08_adaptive_repeat_buy,-0.003288576762047924,0.0069573291295936665,-0.4726780494054317,-1.157820033657365,0.002658106389569409,-1.2371877871226387,-0.008498465285603966,0.0019213117615081176,0.16666666666666666,6
full,dm08_adaptive_repeat_sell,-0.0022651848823846176,0.008656312754188584,-0.2616801110020601,-0.585134516560297,0.003159077882937039,-0.7170398978193736,-0.008456977532941215,0.0039266077681719795,0.6,5
full,dm09_two_level_buy,,,,,,,,,,0
full,dm09_two_level_sell,,,,,,,,,,0
full,dm10_excess_cancel_buy,,,,,,,,,,0
full,dm10_excess_cancel_sell,,,,,,,,,,0
full,dm11_recent_buy,0.00047604385928296086,0.0032392812940586118,0.14695971608149794,3.6027617252051862,0.0001380192029293314,3.449113233371626,0.0002055262215414713,0.0007465614970244504,0.5856905158069884,601
full,dm11_recent_sell,-0.0004752865463457102,0.00326801210380934,-0.14543598103314706,-3.565406901326049,0.00013667452726015612,-3.4775064225465777,-0.0007431686197756162,-0.00020740447291580424,0.4559068219633943,601
full,dm12_persistent_buy,0.0002638032166399939,0.003392775420058759,0.07775439985810352,1.9061725433636911,0.00014230421195252538,1.8537976706409942,-1.5113038786955882e-05,0.0005427194720669436,0.5507487520798668,601
full,dm12_persistent_sell,-0.0003434019967564179,0.0034609982782802225,-0.09922050493681699,-2.4324205780559565,0.00014459072362377502,-2.374993278614123,-0.000626799815059017,-6.000417845381889e-05,0.46921797004991683,601
2024,dm01_exact_buy,2.8186177915979848e-06,0.003531801160376582,0.0007980680858311533,0.012415025817475073,0.0002331059494432527,0.01209157380294212,-0.0004540690431171773,0.0004597062787003732,0.5206611570247934,242
2024,dm01_exact_sell,-0.0007237006081623409,0.0035027756206058415,-0.2066077552627163,-3.21406238542394,0.0002383262723896267,-3.0365960114510666,-0.0011908201020460092,-0.0002565811142786726,0.4049586776859504,242
