date,formal_column,spread,n
2024-01-23,dm08_adaptive_repeat_buy,,2828
2024-01-23,dm08_adaptive_repeat_sell,,2828
2024-01-23,dm09_two_level_buy,,2828
2024-01-23,dm09_two_level_sell,,2828
2024-01-23,dm10_excess_cancel_buy,,2828
2024-01-23,dm10_excess_cancel_sell,,2828
2024-01-23,dm11_recent_buy,0.0014938712052127293,2828
2024-01-23,dm11_recent_sell,-0.00025779271899166207,2828
2024-01-23,dm12_persistent_buy,-5.673645662319124e-05,2828
2024-01-23,dm12_persistent_sell,-0.0013095820944800031,2828
2024-01-24,dm01_exact_buy,-0.005458621034479657,2828
2024-01-24,dm01_exact_sell,-0.006659221409048472,2828
2024-01-24,dm02_confirmed_buy,-0.005458621034479657,2828
2024-01-24,dm02_confirmed_sell,-0.006659221409048472,2828
2024-01-24,dm03_price_room_buy,,2828
2024-01-24,dm03_price_room_sell,,2828
2024-01-24,dm04_price_cap_buy,-0.005307609176344609,2828
2024-01-24,dm04_price_cap_sell,-0.006675677990916329,2828
2024-01-24,dm05_lot_floor_buy,-0.005181204088129761,2828
2024-01-24,dm05_lot_floor_sell,-0.006838363898872678,2828
2024-01-24,dm06_soft_under_buy,-0.00547233405477561,2828
2024-01-24,dm06_soft_under_sell,-0.00668947807328266,2828
2024-01-24,dm07_fresh_match_buy,-0.004788502953137533,2828
2024-01-24,dm07_fresh_match_sell,-0.005589298156440654,2828
2024-01-24,dm08_adaptive_repeat_buy,,2828
2024-01-24,dm08_adaptive_repeat_sell,,2828
2024-01-24,dm09_two_level_buy,,2828
2024-01-24,dm09_two_level_sell,,2828
2024-01-24,dm10_excess_cancel_buy,,2828
2024-01-24,dm10_excess_cancel_sell,,2828
2024-01-24,dm11_recent_buy,-0.005315576608275783,2828
2024-01-24,dm11_recent_sell,-0.0065175267101878764,2828
2024-01-24,dm12_persistent_buy,-0.005288349330690584,2828
2024-01-24,dm12_persistent_sell,-0.006431893070660433,2828
2024-01-25,dm01_exact_buy,-0.00016735563688565652,2829
2024-01-25,dm01_exact_sell,-0.0005123297551490027,2829
2024-01-25,dm02_confirmed_buy,-0.00016323087860375908,2829
